Source SGT:String(32):Required,Destination SGT:String(32):Required,SGACL Name:String(32):Required,Rule Status:String(enabled|disabled|monitor):Required
TOIP,REPSOL,EMPTY,enabled
TOIP,TESTSGT21,EMPTY,enabled
TOIP,TESTSGT22,EMPTY,enabled
TOIP,TESTSGT23,EMPTY,enabled
TOIP,TESTSGT3,EMPTY,enabled
TOIP,TESTSGT4,EMPTY,enabled
TOIP,TESTSGT5,EMPTY,enabled
TOIP,TESTSGT6,EMPTY,enabled
TOIP,TESTSGT7,EMPTY,enabled
TOIP,TESTSGT8,EMPTY,enabled
TOIP,THIN,EMPTY,enabled
TOIP,TLF,EMPTY,enabled
TOIP,TOIP,EMPTY,enabled
TOIP,UPS,EMPTY,enabled
TOIP,Unknown,EMPTY,enabled
TOIP,VISIT,EMPTY,enabled
TOIP,WCOR,EMPTY,enabled
TOIP,WGUEST,EMPTY,enabled
TOIP,WINT,EMPTY,enabled
TOIP,WMIR,EMPTY,enabled
TOIP,WPDA,EMPTY,enabled
TOIP,WVOIP,EMPTY,enabled
TOIP,asier,EMPTY,enabled
TOIP,istvan,EMPTY,enabled
TOIP,Quarantined_Systems,EMPTY,enabled
TOIP,dddd,EMPTY,enabled
TOIP,Abelardo,EMPTY,enabled
TOIP,Luis,EMPTY,enabled
TOIP,istvan3,EMPTY,enabled
TOIP,MariLuz,EMPTY,enabled
UPS,AP,EMPTY,enabled
UPS,AUT,EMPTY,enabled
UPS,COR,EMPTY,enabled
UPS,EKO,EMPTY,enabled
UPS,EXT,EMPTY,enabled
UPS,FMC,EMPTY,enabled
UPS,GuestMobile,EMPTY,enabled
UPS,GuestWS,EMPTY,enabled
UPS,Guests,EMPTY,enabled
UPS,JuanP,EMPTY,enabled
UPS,LAB1,EMPTY,enabled
UPS,LAB2,EMPTY,enabled
UPS,Lorenzo,EMPTY,enabled
UPS,MM,EMPTY,enabled
UPS,PACO,EMPTY,enabled
UPS,PRINT,EMPTY,enabled
UPS,REPSOL,EMPTY,enabled
UPS,TESTSGT21,EMPTY,enabled
UPS,TESTSGT22,EMPTY,enabled
UPS,TESTSGT23,EMPTY,enabled
UPS,TESTSGT3,EMPTY,enabled
UPS,TESTSGT4,EMPTY,enabled
UPS,TESTSGT5,EMPTY,enabled
UPS,TESTSGT6,EMPTY,enabled
UPS,TESTSGT7,EMPTY,enabled
UPS,TESTSGT8,EMPTY,enabled
UPS,THIN,EMPTY,enabled
UPS,TLF,EMPTY,enabled
UPS,TOIP,EMPTY,enabled
UPS,UPS,EMPTY,enabled
UPS,Unknown,EMPTY,enabled
UPS,VISIT,EMPTY,enabled
UPS,WCOR,EMPTY,enabled
UPS,WGUEST,EMPTY,enabled
UPS,WINT,EMPTY,enabled
UPS,WMIR,EMPTY,enabled
UPS,WPDA,EMPTY,enabled
UPS,WVOIP,EMPTY,enabled
UPS,asier,EMPTY,enabled
UPS,istvan,EMPTY,enabled
UPS,Quarantined_Systems,EMPTY,enabled
UPS,dddd,EMPTY,enabled
UPS,Abelardo,EMPTY,enabled
UPS,Luis,EMPTY,enabled
UPS,istvan3,EMPTY,enabled
UPS,MariLuz,EMPTY,enabled
Unknown,AP,EMPTY,enabled
Unknown,AUT,EMPTY,enabled
Unknown,COR,EMPTY,enabled
Unknown,EKO,EMPTY,enabled
Unknown,EXT,EMPTY,enabled
Unknown,FMC,EMPTY,enabled
Unknown,GuestMobile,EMPTY,enabled
Unknown,GuestWS,EMPTY,enabled
Unknown,Guests,EMPTY,enabled
Unknown,JuanP,EMPTY,enabled
Unknown,LAB1,EMPTY,enabled
Unknown,LAB2,EMPTY,enabled
Unknown,Lorenzo,EMPTY,enabled
Unknown,MM,EMPTY,enabled
Unknown,PACO,EMPTY,enabled
Unknown,PRINT,EMPTY,enabled
Unknown,REPSOL,EMPTY,enabled
Unknown,TESTSGT21,EMPTY,enabled
Unknown,TESTSGT22,EMPTY,enabled
Unknown,TESTSGT23,EMPTY,enabled
Unknown,TESTSGT3,EMPTY,enabled
Unknown,TESTSGT4,EMPTY,enabled
Unknown,TESTSGT5,EMPTY,enabled
Unknown,TESTSGT6,EMPTY,enabled
Unknown,TESTSGT7,EMPTY,enabled
Unknown,TESTSGT8,EMPTY,enabled
Unknown,THIN,EMPTY,enabled
Unknown,TLF,EMPTY,enabled
Unknown,TOIP,EMPTY,enabled
Unknown,UPS,EMPTY,enabled
Unknown,Unknown,EMPTY,enabled
Unknown,VISIT,EMPTY,enabled
Unknown,WCOR,EMPTY,enabled
Unknown,WGUEST,EMPTY,enabled
Unknown,WINT,EMPTY,enabled
Unknown,WMIR,EMPTY,enabled
Unknown,WPDA,EMPTY,enabled
Unknown,WVOIP,EMPTY,enabled
Unknown,asier,EMPTY,enabled
Unknown,istvan,EMPTY,enabled
Unknown,Quarantined_Systems,EMPTY,enabled
Unknown,dddd,EMPTY,enabled
Unknown,Abelardo,EMPTY,enabled
Unknown,Luis,EMPTY,enabled
Unknown,istvan3,EMPTY,enabled
Unknown,MariLuz,EMPTY,enabled
VISIT,AP,EMPTY,enabled
VISIT,AUT,EMPTY,enabled
VISIT,COR,EMPTY,enabled
VISIT,EKO,EMPTY,enabled
VISIT,FMC,EMPTY,enabled
VISIT,GuestMobile,EMPTY,enabled
VISIT,GuestWS,EMPTY,enabled
VISIT,Guests,EMPTY,enabled
VISIT,JuanP,EMPTY,enabled
VISIT,LAB1,EMPTY,enabled
VISIT,LAB2,EMPTY,enabled
VISIT,Lorenzo,EMPTY,enabled
VISIT,MM,EMPTY,enabled
VISIT,PACO,EMPTY,enabled
VISIT,PRINT,EMPTY,enabled
VISIT,REPSOL,EMPTY,enabled
VISIT,TESTSGT21,EMPTY,enabled
VISIT,TESTSGT22,EMPTY,enabled
VISIT,TESTSGT23,EMPTY,enabled
VISIT,TESTSGT3,EMPTY,enabled
VISIT,TESTSGT4,EMPTY,enabled
VISIT,TESTSGT5,EMPTY,enabled
VISIT,TESTSGT6,EMPTY,enabled
VISIT,TESTSGT7,EMPTY,enabled
VISIT,TESTSGT8,EMPTY,enabled
VISIT,TLF,EMPTY,enabled
VISIT,TOIP,EMPTY,enabled
VISIT,UPS,EMPTY,enabled
VISIT,Unknown,EMPTY,enabled
VISIT,VISIT,EMPTY,enabled
VISIT,WCOR,EMPTY,enabled
VISIT,WGUEST,EMPTY,enabled
VISIT,WINT,EMPTY,enabled
VISIT,WMIR,EMPTY,enabled
VISIT,WPDA,EMPTY,enabled
VISIT,WVOIP,EMPTY,enabled
VISIT,asier,EMPTY,enabled
VISIT,istvan,EMPTY,enabled
VISIT,Quarantined_Systems,EMPTY,enabled
VISIT,dddd,EMPTY,enabled
VISIT,Abelardo,EMPTY,enabled
VISIT,Luis,EMPTY,enabled
VISIT,istvan3,EMPTY,enabled
VISIT,MariLuz,EMPTY,enabled
WCOR,AP,EMPTY,enabled
WCOR,AUT,EMPTY,enabled
WCOR,COR,EMPTY,enabled
WCOR,EKO,EMPTY,enabled
WCOR,FMC,EMPTY,enabled
WCOR,GuestMobile,EMPTY,enabled
WCOR,GuestWS,EMPTY,enabled
WCOR,Guests,EMPTY,enabled
WCOR,JuanP,EMPTY,enabled
WCOR,LAB1,EMPTY,enabled
WCOR,LAB2,EMPTY,enabled
WCOR,Lorenzo,EMPTY,enabled
WCOR,MM,EMPTY,enabled
WCOR,PACO,EMPTY,enabled
WCOR,PRINT,EMPTY,enabled
WCOR,REPSOL,EMPTY,enabled
WCOR,TESTSGT21,EMPTY,enabled
WCOR,TESTSGT22,EMPTY,enabled
WCOR,TESTSGT23,EMPTY,enabled
WCOR,TESTSGT3,EMPTY,enabled
WCOR,TESTSGT4,EMPTY,enabled
WCOR,TESTSGT5,EMPTY,enabled
WCOR,TESTSGT6,EMPTY,enabled
WCOR,TESTSGT7,EMPTY,enabled
WCOR,TESTSGT8,EMPTY,enabled
WCOR,THIN,EMPTY,enabled
WCOR,TLF,EMPTY,enabled
WCOR,TOIP,EMPTY,enabled
WCOR,UPS,EMPTY,enabled
WCOR,Unknown,EMPTY,enabled
WCOR,VISIT,EMPTY,enabled
WCOR,WCOR,EMPTY,enabled
WCOR,WGUEST,EMPTY,enabled
WCOR,WINT,EMPTY,enabled
WCOR,WMIR,EMPTY,enabled
WCOR,WPDA,EMPTY,enabled
WCOR,WVOIP,EMPTY,enabled
WCOR,asier,EMPTY,enabled
WCOR,istvan,EMPTY,enabled
WCOR,Quarantined_Systems,EMPTY,enabled
WCOR,dddd,EMPTY,enabled
WCOR,Abelardo,EMPTY,enabled
WCOR,Luis,EMPTY,enabled
WCOR,istvan3,EMPTY,enabled
WCOR,MariLuz,EMPTY,enabled
WGUEST,AP,EMPTY,enabled
WGUEST,AUT,EMPTY,enabled
WGUEST,COR,EMPTY,enabled
WGUEST,EKO,EMPTY,enabled
WGUEST,EXT,EMPTY,enabled
WGUEST,FMC,EMPTY,enabled
WGUEST,GuestMobile,EMPTY,enabled
WGUEST,GuestWS,EMPTY,enabled
WGUEST,Guests,EMPTY,enabled
WGUEST,JuanP,EMPTY,enabled
WGUEST,LAB1,EMPTY,enabled
WGUEST,LAB2,EMPTY,enabled
WGUEST,Lorenzo,EMPTY,enabled
WGUEST,MM,EMPTY,enabled
WGUEST,PACO,EMPTY,enabled
WGUEST,PRINT,EMPTY,enabled
WGUEST,REPSOL,EMPTY,enabled
WGUEST,TESTSGT21,EMPTY,enabled
WGUEST,TESTSGT22,EMPTY,enabled
WGUEST,TESTSGT23,EMPTY,enabled
WGUEST,TESTSGT3,EMPTY,enabled
WGUEST,TESTSGT4,EMPTY,enabled
WGUEST,TESTSGT5,EMPTY,enabled
WGUEST,TESTSGT6,EMPTY,enabled
WGUEST,TESTSGT7,EMPTY,enabled
WGUEST,TESTSGT8,EMPTY,enabled
WGUEST,THIN,EMPTY,enabled
WGUEST,TLF,EMPTY,enabled
WGUEST,TOIP,EMPTY,enabled
WGUEST,UPS,EMPTY,enabled
WGUEST,Unknown,EMPTY,enabled
WGUEST,VISIT,EMPTY,enabled
WGUEST,WCOR,EMPTY,enabled
WGUEST,WGUEST,EMPTY,enabled
WGUEST,WINT,EMPTY,enabled
WGUEST,WMIR,EMPTY,enabled
WGUEST,WPDA,EMPTY,enabled
WGUEST,WVOIP,EMPTY,enabled
WGUEST,asier,EMPTY,enabled
WGUEST,istvan,EMPTY,enabled
WGUEST,Quarantined_Systems,EMPTY,enabled
WGUEST,dddd,EMPTY,enabled
WGUEST,Abelardo,EMPTY,enabled
WGUEST,Luis,EMPTY,enabled
WGUEST,istvan3,EMPTY,enabled
WGUEST,MariLuz,EMPTY,enabled
WINT,AP,EMPTY,enabled
WINT,AUT,EMPTY,enabled
WINT,COR,EMPTY,enabled
WINT,EKO,EMPTY,enabled
WINT,EXT,EMPTY,enabled
WINT,FMC,EMPTY,enabled
WINT,GuestMobile,EMPTY,enabled
WINT,GuestWS,EMPTY,enabled
WINT,Guests,EMPTY,enabled
WINT,JuanP,EMPTY,enabled
WINT,LAB1,EMPTY,enabled
WINT,LAB2,EMPTY,enabled
WINT,Lorenzo,EMPTY,enabled
WINT,MM,EMPTY,enabled
WINT,PACO,EMPTY,enabled
WINT,PRINT,EMPTY,enabled
WINT,REPSOL,EMPTY,enabled
WINT,TESTSGT21,EMPTY,enabled
WINT,TESTSGT22,EMPTY,enabled
WINT,TESTSGT23,EMPTY,enabled
WINT,TESTSGT3,EMPTY,enabled
WINT,TESTSGT4,EMPTY,enabled
WINT,TESTSGT5,EMPTY,enabled
WINT,TESTSGT6,EMPTY,enabled
WINT,TESTSGT7,EMPTY,enabled
WINT,TESTSGT8,EMPTY,enabled
WINT,THIN,EMPTY,enabled
WINT,TLF,EMPTY,enabled
WINT,TOIP,EMPTY,enabled
WINT,UPS,EMPTY,enabled
WINT,Unknown,EMPTY,enabled
WINT,VISIT,EMPTY,enabled
WINT,WCOR,EMPTY,enabled
WINT,WGUEST,EMPTY,enabled
WINT,WINT,EMPTY,enabled
WINT,WMIR,EMPTY,enabled
WINT,WPDA,EMPTY,enabled
WINT,WVOIP,EMPTY,enabled
WINT,asier,EMPTY,enabled
WINT,istvan,EMPTY,enabled
WINT,Quarantined_Systems,EMPTY,enabled
WINT,dddd,EMPTY,enabled
WINT,Abelardo,EMPTY,enabled
WINT,Luis,EMPTY,enabled
WINT,istvan3,EMPTY,enabled
WINT,MariLuz,EMPTY,enabled
WMIR,AP,EMPTY,enabled
WMIR,AUT,EMPTY,enabled
WMIR,COR,EMPTY,enabled
WMIR,EKO,EMPTY,enabled
WMIR,EXT,EMPTY,enabled
WMIR,FMC,EMPTY,enabled
WMIR,GuestMobile,EMPTY,enabled
WMIR,GuestWS,EMPTY,enabled
WMIR,Guests,EMPTY,enabled
WMIR,JuanP,EMPTY,enabled
WMIR,LAB1,EMPTY,enabled
WMIR,LAB2,EMPTY,enabled
WMIR,Lorenzo,EMPTY,enabled
WMIR,MM,EMPTY,enabled
WMIR,PACO,EMPTY,enabled
WMIR,PRINT,EMPTY,enabled
WMIR,REPSOL,EMPTY,enabled
WMIR,TESTSGT21,EMPTY,enabled
WMIR,TESTSGT22,EMPTY,enabled
WMIR,TESTSGT23,EMPTY,enabled
WMIR,TESTSGT3,EMPTY,enabled
WMIR,TESTSGT4,EMPTY,enabled
WMIR,TESTSGT5,EMPTY,enabled
WMIR,TESTSGT6,EMPTY,enabled
WMIR,TESTSGT7,EMPTY,enabled
WMIR,TESTSGT8,EMPTY,enabled
WMIR,THIN,EMPTY,enabled
WMIR,TLF,EMPTY,enabled
WMIR,TOIP,EMPTY,enabled
WMIR,UPS,EMPTY,enabled
WMIR,Unknown,EMPTY,enabled
WMIR,VISIT,EMPTY,enabled
WMIR,WCOR,EMPTY,enabled
WMIR,WGUEST,EMPTY,enabled
WMIR,WINT,EMPTY,enabled
WMIR,WMIR,EMPTY,enabled
WMIR,WPDA,EMPTY,enabled
WMIR,WVOIP,EMPTY,enabled
WMIR,asier,EMPTY,enabled
WMIR,istvan,EMPTY,enabled
WMIR,Quarantined_Systems,EMPTY,enabled
WMIR,dddd,EMPTY,enabled
WMIR,Abelardo,EMPTY,enabled
WMIR,Luis,EMPTY,enabled
WMIR,istvan3,EMPTY,enabled
WMIR,MariLuz,EMPTY,enabled
WPDA,AP,EMPTY,enabled
WPDA,AUT,EMPTY,enabled
WPDA,COR,EMPTY,enabled
WPDA,EKO,EMPTY,enabled
WPDA,EXT,EMPTY,enabled
WPDA,FMC,EMPTY,enabled
WPDA,GuestMobile,EMPTY,enabled
WPDA,GuestWS,EMPTY,enabled
WPDA,Guests,EMPTY,enabled
WPDA,JuanP,EMPTY,enabled
WPDA,LAB1,EMPTY,enabled
WPDA,LAB2,EMPTY,enabled
WPDA,Lorenzo,EMPTY,enabled
WPDA,MM,EMPTY,enabled
WPDA,PACO,EMPTY,enabled
WPDA,PRINT,EMPTY,enabled
WPDA,REPSOL,EMPTY,enabled
WPDA,TESTSGT21,EMPTY,enabled
WPDA,TESTSGT22,EMPTY,enabled
WPDA,TESTSGT23,EMPTY,enabled
WPDA,TESTSGT3,EMPTY,enabled
WPDA,TESTSGT4,EMPTY,enabled
WPDA,TESTSGT5,EMPTY,enabled
WPDA,TESTSGT6,EMPTY,enabled
WPDA,TESTSGT7,EMPTY,enabled
WPDA,TESTSGT8,EMPTY,enabled
WPDA,THIN,EMPTY,enabled
WPDA,TLF,EMPTY,enabled
WPDA,TOIP,EMPTY,enabled
WPDA,UPS,EMPTY,enabled
WPDA,Unknown,EMPTY,enabled
WPDA,VISIT,EMPTY,enabled
WPDA,WCOR,EMPTY,enabled
WPDA,WGUEST,EMPTY,enabled
WPDA,WINT,EMPTY,enabled
WPDA,WMIR,EMPTY,enabled
WPDA,WPDA,EMPTY,enabled
WPDA,WVOIP,EMPTY,enabled
WPDA,asier,EMPTY,enabled
WPDA,istvan,EMPTY,enabled
WPDA,Quarantined_Systems,EMPTY,enabled
WPDA,dddd,EMPTY,enabled
WPDA,Abelardo,EMPTY,enabled
WPDA,Luis,EMPTY,enabled
WPDA,istvan3,EMPTY,enabled
WPDA,MariLuz,EMPTY,enabled
WVOIP,AP,EMPTY,enabled
WVOIP,AUT,EMPTY,enabled
WVOIP,COR,EMPTY,enabled
WVOIP,EKO,EMPTY,enabled
WVOIP,EXT,EMPTY,enabled
WVOIP,FMC,EMPTY,enabled
WVOIP,GuestMobile,EMPTY,enabled
WVOIP,GuestWS,EMPTY,enabled
WVOIP,Guests,EMPTY,enabled
WVOIP,JuanP,EMPTY,enabled
WVOIP,LAB1,EMPTY,enabled
WVOIP,LAB2,EMPTY,enabled
WVOIP,Lorenzo,EMPTY,enabled
WVOIP,MM,EMPTY,enabled
WVOIP,PACO,EMPTY,enabled
WVOIP,PRINT,EMPTY,enabled
WVOIP,REPSOL,EMPTY,enabled
WVOIP,TESTSGT21,EMPTY,enabled
WVOIP,TESTSGT22,EMPTY,enabled
WVOIP,TESTSGT23,EMPTY,enabled
WVOIP,TESTSGT3,EMPTY,enabled
WVOIP,TESTSGT4,EMPTY,enabled
WVOIP,TESTSGT5,EMPTY,enabled
WVOIP,TESTSGT6,EMPTY,enabled
WVOIP,TESTSGT7,EMPTY,enabled
WVOIP,TESTSGT8,EMPTY,enabled
WVOIP,THIN,EMPTY,enabled
WVOIP,TLF,EMPTY,enabled
WVOIP,TOIP,EMPTY,enabled
WVOIP,UPS,EMPTY,enabled
WVOIP,Unknown,EMPTY,enabled
WVOIP,VISIT,EMPTY,enabled
WVOIP,WCOR,EMPTY,enabled
WVOIP,WGUEST,EMPTY,enabled
WVOIP,WINT,EMPTY,enabled
WVOIP,WMIR,EMPTY,enabled
WVOIP,WPDA,EMPTY,enabled
WVOIP,WVOIP,EMPTY,enabled
WVOIP,asier,EMPTY,enabled
WVOIP,istvan,EMPTY,enabled
WVOIP,Quarantined_Systems,EMPTY,enabled
WVOIP,dddd,EMPTY,enabled
WVOIP,Abelardo,EMPTY,enabled
WVOIP,Luis,EMPTY,enabled
WVOIP,istvan3,EMPTY,enabled
WVOIP,MariLuz,EMPTY,enabled
asier,AP,EMPTY,enabled
asier,AUT,EMPTY,enabled
asier,COR,EMPTY,enabled
asier,EKO,EMPTY,enabled
asier,EXT,EMPTY,enabled
asier,FMC,EMPTY,enabled
asier,GuestMobile,EMPTY,enabled
asier,GuestWS,EMPTY,enabled
asier,Guests,EMPTY,enabled
asier,JuanP,EMPTY,enabled
asier,LAB1,EMPTY,enabled
asier,LAB2,EMPTY,enabled
asier,Lorenzo,EMPTY,enabled
asier,MM,EMPTY,enabled
asier,PACO,EMPTY,enabled
asier,PRINT,EMPTY,enabled
asier,REPSOL,EMPTY,enabled
asier,TESTSGT21,EMPTY,enabled
asier,TESTSGT22,EMPTY,enabled
asier,TESTSGT23,EMPTY,enabled
asier,TESTSGT3,EMPTY,enabled
asier,TESTSGT4,EMPTY,enabled
asier,TESTSGT5,EMPTY,enabled
asier,TESTSGT6,EMPTY,enabled
asier,TESTSGT7,EMPTY,enabled
asier,TESTSGT8,EMPTY,enabled
asier,THIN,EMPTY,enabled
asier,TLF,EMPTY,enabled
asier,TOIP,EMPTY,enabled
asier,UPS,EMPTY,enabled
asier,Unknown,EMPTY,enabled
asier,VISIT,EMPTY,enabled
asier,WCOR,EMPTY,enabled
asier,WGUEST,EMPTY,enabled
asier,WINT,EMPTY,enabled
asier,WMIR,EMPTY,enabled
asier,WPDA,EMPTY,enabled
asier,WVOIP,EMPTY,enabled
asier,istvan,EMPTY,enabled
asier,Quarantined_Systems,EMPTY,enabled
asier,dddd,EMPTY,enabled
asier,Luis,EMPTY,enabled
asier,istvan3,EMPTY,enabled
asier,MariLuz,EMPTY,enabled
istvan,AP,EMPTY,enabled
istvan,AUT,EMPTY,enabled
istvan,COR,EMPTY,enabled
istvan,EKO,EMPTY,enabled
istvan,EXT,EMPTY,enabled
istvan,FMC,EMPTY,enabled
istvan,GuestMobile,EMPTY,enabled
istvan,GuestWS,EMPTY,enabled
istvan,Guests,EMPTY,enabled
istvan,JuanP,EMPTY,enabled
istvan,LAB1,EMPTY,enabled
istvan,LAB2,EMPTY,enabled
istvan,Lorenzo,EMPTY,enabled
istvan,MM,EMPTY,enabled
istvan,PACO,EMPTY,enabled
istvan,PRINT,EMPTY,enabled
istvan,REPSOL,EMPTY,enabled
istvan,TESTSGT21,EMPTY,enabled
istvan,TESTSGT22,EMPTY,enabled
istvan,TESTSGT23,EMPTY,enabled
istvan,TESTSGT3,EMPTY,enabled
istvan,TESTSGT4,EMPTY,enabled
istvan,TESTSGT5,EMPTY,enabled
istvan,TESTSGT6,EMPTY,enabled
istvan,TESTSGT7,EMPTY,enabled
istvan,TESTSGT8,EMPTY,enabled
istvan,THIN,EMPTY,enabled
istvan,TLF,EMPTY,enabled
istvan,TOIP,EMPTY,enabled
istvan,UPS,EMPTY,enabled
istvan,Unknown,EMPTY,enabled
istvan,VISIT,EMPTY,enabled
istvan,WCOR,EMPTY,enabled
istvan,WGUEST,EMPTY,enabled
istvan,WINT,EMPTY,enabled
istvan,WMIR,EMPTY,enabled
istvan,WPDA,EMPTY,enabled
istvan,WVOIP,EMPTY,enabled
istvan,asier,EMPTY,enabled
istvan,istvan,EMPTY,enabled
istvan,Quarantined_Systems,EMPTY,enabled
istvan,dddd,EMPTY,enabled
istvan,Abelardo,EMPTY,enabled
istvan,Luis,EMPTY,enabled
istvan,istvan3,EMPTY,enabled
istvan,MariLuz,EMPTY,enabled
Quarantined_Systems,AP,EMPTY,enabled
Quarantined_Systems,AUT,EMPTY,enabled
Quarantined_Systems,COR,EMPTY,enabled
Quarantined_Systems,EKO,EMPTY,enabled
Quarantined_Systems,EXT,EMPTY,enabled
Quarantined_Systems,FMC,EMPTY,enabled
Quarantined_Systems,GuestMobile,EMPTY,enabled
Quarantined_Systems,GuestWS,EMPTY,enabled
Quarantined_Systems,Guests,EMPTY,enabled
Quarantined_Systems,JuanP,EMPTY,enabled
Quarantined_Systems,LAB1,EMPTY,enabled
Quarantined_Systems,LAB2,EMPTY,enabled
Quarantined_Systems,Lorenzo,EMPTY,enabled
Quarantined_Systems,MM,EMPTY,enabled
Quarantined_Systems,PACO,EMPTY,enabled
Quarantined_Systems,PRINT,EMPTY,enabled
Quarantined_Systems,REPSOL,EMPTY,enabled
Quarantined_Systems,TESTSGT21,EMPTY,enabled
Quarantined_Systems,TESTSGT22,EMPTY,enabled
Quarantined_Systems,TESTSGT23,EMPTY,enabled
Quarantined_Systems,TESTSGT3,EMPTY,enabled
Quarantined_Systems,TESTSGT4,EMPTY,enabled
Quarantined_Systems,TESTSGT5,EMPTY,enabled
Quarantined_Systems,TESTSGT6,EMPTY,enabled
Quarantined_Systems,TESTSGT7,EMPTY,enabled
Quarantined_Systems,TESTSGT8,EMPTY,enabled
Quarantined_Systems,THIN,EMPTY,enabled
Quarantined_Systems,TLF,EMPTY,enabled
Quarantined_Systems,TOIP,EMPTY,enabled
Quarantined_Systems,UPS,EMPTY,enabled
Quarantined_Systems,Unknown,EMPTY,enabled
Quarantined_Systems,VISIT,EMPTY,enabled
Quarantined_Systems,WCOR,EMPTY,enabled
Quarantined_Systems,WGUEST,EMPTY,enabled
Quarantined_Systems,WINT,EMPTY,enabled
Quarantined_Systems,WMIR,EMPTY,enabled
Quarantined_Systems,WPDA,EMPTY,enabled
Quarantined_Systems,WVOIP,EMPTY,enabled
Quarantined_Systems,asier,EMPTY,enabled
Quarantined_Systems,istvan,EMPTY,enabled
Quarantined_Systems,Quarantined_Systems,EMPTY,enabled
Quarantined_Systems,dddd,EMPTY,enabled
Quarantined_Systems,Abelardo,EMPTY,enabled
Quarantined_Systems,Luis,EMPTY,enabled
Quarantined_Systems,istvan3,EMPTY,enabled
Quarantined_Systems,MariLuz,EMPTY,enabled
dddd,AP,EMPTY,enabled
dddd,AUT,EMPTY,enabled
dddd,COR,EMPTY,enabled
dddd,EKO,EMPTY,enabled
dddd,EXT,EMPTY,enabled
dddd,FMC,EMPTY,enabled
dddd,GuestMobile,EMPTY,enabled
dddd,GuestWS,EMPTY,enabled
dddd,Guests,EMPTY,enabled
dddd,JuanP,EMPTY,enabled
dddd,LAB1,EMPTY,enabled
dddd,LAB2,EMPTY,enabled
dddd,Lorenzo,EMPTY,enabled
dddd,MM,EMPTY,enabled
dddd,PACO,EMPTY,enabled
dddd,PRINT,EMPTY,enabled
dddd,REPSOL,EMPTY,enabled
dddd,TESTSGT21,EMPTY,enabled
dddd,TESTSGT22,EMPTY,enabled
dddd,TESTSGT23,EMPTY,enabled
dddd,TESTSGT3,EMPTY,enabled
dddd,TESTSGT4,EMPTY,enabled
dddd,TESTSGT5,EMPTY,enabled
dddd,TESTSGT6,EMPTY,enabled
dddd,TESTSGT7,EMPTY,enabled
dddd,TESTSGT8,EMPTY,enabled
dddd,THIN,EMPTY,enabled
dddd,TLF,EMPTY,enabled
dddd,TOIP,EMPTY,enabled
dddd,UPS,EMPTY,enabled
dddd,Unknown,EMPTY,enabled
dddd,VISIT,EMPTY,enabled
dddd,WCOR,EMPTY,enabled
dddd,WGUEST,EMPTY,enabled
dddd,WINT,EMPTY,enabled
dddd,WMIR,EMPTY,enabled
dddd,WPDA,EMPTY,enabled
dddd,WVOIP,EMPTY,enabled
dddd,asier,EMPTY,enabled
dddd,istvan,EMPTY,enabled
dddd,Quarantined_Systems,EMPTY,enabled
dddd,dddd,EMPTY,enabled
dddd,Abelardo,EMPTY,enabled
dddd,Luis,EMPTY,enabled
dddd,istvan3,EMPTY,enabled
dddd,MariLuz,EMPTY,enabled
Abelardo,AP,EMPTY,enabled
Abelardo,AUT,EMPTY,enabled
Abelardo,COR,EMPTY,enabled
Abelardo,EKO,EMPTY,enabled
Abelardo,EXT,EMPTY,enabled
Abelardo,FMC,EMPTY,enabled
Abelardo,GuestMobile,EMPTY,enabled
Abelardo,GuestWS,EMPTY,enabled
Abelardo,Guests,EMPTY,enabled
Abelardo,JuanP,EMPTY,enabled
Abelardo,LAB1,EMPTY,enabled
Abelardo,LAB2,EMPTY,enabled
Abelardo,Lorenzo,EMPTY,enabled
Abelardo,MM,EMPTY,enabled
Abelardo,PACO,EMPTY,enabled
Abelardo,PRINT,EMPTY,enabled
Abelardo,REPSOL,EMPTY,enabled
Abelardo,TESTSGT21,EMPTY,enabled
Abelardo,TESTSGT22,EMPTY,enabled
Abelardo,TESTSGT23,EMPTY,enabled
Abelardo,TESTSGT3,EMPTY,enabled
Abelardo,TESTSGT4,EMPTY,enabled
Abelardo,TESTSGT5,EMPTY,enabled
Abelardo,TESTSGT6,EMPTY,enabled
Abelardo,TESTSGT7,EMPTY,enabled
Abelardo,TESTSGT8,EMPTY,enabled
Abelardo,THIN,EMPTY,enabled
Abelardo,TLF,EMPTY,enabled
Abelardo,TOIP,EMPTY,enabled
Abelardo,UPS,EMPTY,enabled
Abelardo,Unknown,EMPTY,enabled
Abelardo,VISIT,EMPTY,enabled
Abelardo,WCOR,EMPTY,enabled
Abelardo,WGUEST,EMPTY,enabled
Abelardo,WINT,EMPTY,enabled
Abelardo,WMIR,EMPTY,enabled
Abelardo,WPDA,EMPTY,enabled
Abelardo,WVOIP,EMPTY,enabled
Abelardo,istvan,EMPTY,enabled
Abelardo,Quarantined_Systems,EMPTY,enabled
Abelardo,dddd,EMPTY,enabled
Abelardo,Luis,EMPTY,enabled
Abelardo,istvan3,EMPTY,enabled
Abelardo,MariLuz,EMPTY,enabled
Luis,AP,EMPTY,enabled
Luis,AUT,EMPTY,enabled
Luis,COR,EMPTY,enabled
Luis,EKO,EMPTY,enabled
Luis,EXT,EMPTY,enabled
Luis,FMC,EMPTY,enabled
Luis,GuestMobile,EMPTY,enabled
Luis,GuestWS,EMPTY,enabled
Luis,Guests,EMPTY,enabled
