Source SGT:String(32):Required,Destination SGT:String(32):Required,SGACL Name:String(32):Required,Rule Status:String(enabled|disabled|monitor):Required
PACO,WMIR,EMPTY,enabled
PACO,WPDA,EMPTY,enabled
PACO,WVOIP,EMPTY,enabled
PACO,asier,EMPTY,enabled
PACO,istvan,EMPTY,enabled
PACO,Quarantined_Systems,EMPTY,enabled
PACO,dddd,EMPTY,enabled
PACO,Abelardo,EMPTY,enabled
PACO,Luis,EMPTY,enabled
PACO,istvan3,EMPTY,enabled
PACO,MariLuz,EMPTY,enabled
PRINT,AP,EMPTY,enabled
PRINT,AUT,EMPTY,enabled
PRINT,COR,EMPTY,enabled
PRINT,EKO,EMPTY,enabled
PRINT,EXT,EMPTY,enabled
PRINT,FMC,EMPTY,enabled
PRINT,GuestMobile,EMPTY,enabled
PRINT,GuestWS,EMPTY,enabled
PRINT,Guests,EMPTY,enabled
PRINT,JuanP,EMPTY,enabled
PRINT,LAB1,EMPTY,enabled
PRINT,LAB2,EMPTY,enabled
PRINT,Lorenzo,EMPTY,enabled
PRINT,MM,EMPTY,enabled
PRINT,PACO,EMPTY,enabled
PRINT,PRINT,EMPTY,enabled
PRINT,REPSOL,EMPTY,enabled
PRINT,TESTSGT21,EMPTY,enabled
PRINT,TESTSGT22,EMPTY,enabled
PRINT,TESTSGT23,EMPTY,enabled
PRINT,TESTSGT3,EMPTY,enabled
PRINT,TESTSGT4,EMPTY,enabled
PRINT,TESTSGT5,EMPTY,enabled
PRINT,TESTSGT6,EMPTY,enabled
PRINT,TESTSGT7,EMPTY,enabled
PRINT,TESTSGT8,EMPTY,enabled
PRINT,THIN,EMPTY,enabled
PRINT,TLF,EMPTY,enabled
PRINT,TOIP,EMPTY,enabled
PRINT,UPS,EMPTY,enabled
PRINT,Unknown,EMPTY,enabled
PRINT,VISIT,EMPTY,enabled
PRINT,WCOR,EMPTY,enabled
PRINT,WGUEST,EMPTY,enabled
PRINT,WINT,EMPTY,enabled
PRINT,WMIR,EMPTY,enabled
PRINT,WPDA,EMPTY,enabled
PRINT,WVOIP,EMPTY,enabled
PRINT,asier,EMPTY,enabled
PRINT,istvan,EMPTY,enabled
PRINT,Quarantined_Systems,EMPTY,enabled
PRINT,dddd,EMPTY,enabled
PRINT,Abelardo,EMPTY,enabled
PRINT,Luis,EMPTY,enabled
PRINT,istvan3,EMPTY,enabled
PRINT,MariLuz,EMPTY,enabled
REPSOL,AP,EMPTY,enabled
REPSOL,AUT,EMPTY,enabled
REPSOL,COR,EMPTY,enabled
REPSOL,EKO,EMPTY,enabled
REPSOL,EXT,EMPTY,enabled
REPSOL,FMC,EMPTY,enabled
REPSOL,GuestMobile,EMPTY,enabled
REPSOL,GuestWS,EMPTY,enabled
REPSOL,Guests,EMPTY,enabled
REPSOL,JuanP,EMPTY,enabled
REPSOL,LAB1,EMPTY,enabled
REPSOL,LAB2,EMPTY,enabled
REPSOL,Lorenzo,EMPTY,enabled
REPSOL,MM,EMPTY,enabled
REPSOL,PACO,EMPTY,enabled
REPSOL,PRINT,EMPTY,enabled
REPSOL,REPSOL,EMPTY,enabled
REPSOL,TESTSGT21,EMPTY,enabled
REPSOL,TESTSGT22,EMPTY,enabled
REPSOL,TESTSGT23,EMPTY,enabled
REPSOL,TESTSGT3,EMPTY,enabled
REPSOL,TESTSGT4,EMPTY,enabled
REPSOL,TESTSGT5,EMPTY,enabled
REPSOL,TESTSGT6,EMPTY,enabled
REPSOL,TESTSGT7,EMPTY,enabled
REPSOL,TESTSGT8,EMPTY,enabled
REPSOL,THIN,EMPTY,enabled
REPSOL,TLF,EMPTY,enabled
REPSOL,TOIP,EMPTY,enabled
REPSOL,UPS,EMPTY,enabled
REPSOL,Unknown,EMPTY,enabled
REPSOL,VISIT,EMPTY,enabled
REPSOL,WCOR,EMPTY,enabled
REPSOL,WGUEST,EMPTY,enabled
REPSOL,WINT,EMPTY,enabled
REPSOL,WMIR,EMPTY,enabled
REPSOL,WPDA,EMPTY,enabled
REPSOL,WVOIP,EMPTY,enabled
REPSOL,asier,EMPTY,enabled
REPSOL,istvan,EMPTY,enabled
REPSOL,Quarantined_Systems,EMPTY,enabled
REPSOL,dddd,EMPTY,enabled
REPSOL,Abelardo,EMPTY,enabled
REPSOL,Luis,EMPTY,enabled
REPSOL,istvan3,EMPTY,enabled
REPSOL,MariLuz,EMPTY,enabled
TESTSGT21,AP,EMPTY,enabled
TESTSGT21,AUT,EMPTY,enabled
TESTSGT21,COR,EMPTY,enabled
TESTSGT21,EKO,EMPTY,enabled
TESTSGT21,EXT,EMPTY,enabled
TESTSGT21,FMC,EMPTY,enabled
TESTSGT21,GuestMobile,EMPTY,enabled
TESTSGT21,GuestWS,EMPTY,enabled
TESTSGT21,Guests,EMPTY,enabled
TESTSGT21,JuanP,EMPTY,enabled
TESTSGT21,LAB1,EMPTY,enabled
TESTSGT21,LAB2,EMPTY,enabled
TESTSGT21,Lorenzo,EMPTY,enabled
TESTSGT21,MM,EMPTY,enabled
TESTSGT21,PACO,EMPTY,enabled
TESTSGT21,PRINT,EMPTY,enabled
TESTSGT21,REPSOL,EMPTY,enabled
TESTSGT21,TESTSGT21,EMPTY,enabled
TESTSGT21,TESTSGT22,EMPTY,enabled
TESTSGT21,TESTSGT23,EMPTY,enabled
TESTSGT21,TESTSGT3,EMPTY,enabled
TESTSGT21,TESTSGT4,EMPTY,enabled
TESTSGT21,TESTSGT5,EMPTY,enabled
TESTSGT21,TESTSGT6,EMPTY,enabled
TESTSGT21,TESTSGT7,EMPTY,enabled
TESTSGT21,TESTSGT8,EMPTY,enabled
TESTSGT21,THIN,EMPTY,enabled
TESTSGT21,TLF,EMPTY,enabled
TESTSGT21,TOIP,EMPTY,enabled
TESTSGT21,UPS,EMPTY,enabled
TESTSGT21,Unknown,EMPTY,enabled
TESTSGT21,VISIT,EMPTY,enabled
TESTSGT21,WCOR,EMPTY,enabled
TESTSGT21,WGUEST,EMPTY,enabled
TESTSGT21,WINT,EMPTY,enabled
TESTSGT21,WMIR,EMPTY,enabled
TESTSGT21,WPDA,EMPTY,enabled
TESTSGT21,WVOIP,EMPTY,enabled
TESTSGT21,asier,EMPTY,enabled
TESTSGT21,istvan,EMPTY,enabled
TESTSGT21,Quarantined_Systems,EMPTY,enabled
TESTSGT21,dddd,EMPTY,enabled
TESTSGT21,Abelardo,EMPTY,enabled
TESTSGT21,Luis,EMPTY,enabled
TESTSGT21,istvan3,EMPTY,enabled
TESTSGT21,MariLuz,EMPTY,enabled
TESTSGT22,AP,EMPTY,enabled
TESTSGT22,AUT,EMPTY,enabled
TESTSGT22,COR,EMPTY,enabled
TESTSGT22,EKO,EMPTY,enabled
TESTSGT22,EXT,EMPTY,enabled
TESTSGT22,FMC,EMPTY,enabled
TESTSGT22,GuestMobile,EMPTY,enabled
TESTSGT22,GuestWS,EMPTY,enabled
TESTSGT22,Guests,EMPTY,enabled
TESTSGT22,JuanP,EMPTY,enabled
TESTSGT22,LAB1,EMPTY,enabled
TESTSGT22,LAB2,EMPTY,enabled
TESTSGT22,Lorenzo,EMPTY,enabled
TESTSGT22,MM,EMPTY,enabled
TESTSGT22,PACO,EMPTY,enabled
TESTSGT22,PRINT,EMPTY,enabled
TESTSGT22,REPSOL,EMPTY,enabled
TESTSGT22,TESTSGT21,EMPTY,enabled
TESTSGT22,TESTSGT22,EMPTY,enabled
TESTSGT22,TESTSGT23,EMPTY,enabled
TESTSGT22,TESTSGT3,EMPTY,enabled
TESTSGT22,TESTSGT4,EMPTY,enabled
TESTSGT22,TESTSGT5,EMPTY,enabled
TESTSGT22,TESTSGT6,EMPTY,enabled
TESTSGT22,TESTSGT7,EMPTY,enabled
TESTSGT22,TESTSGT8,EMPTY,enabled
TESTSGT22,THIN,EMPTY,enabled
TESTSGT22,TLF,EMPTY,enabled
TESTSGT22,TOIP,EMPTY,enabled
TESTSGT22,UPS,EMPTY,enabled
TESTSGT22,Unknown,EMPTY,enabled
TESTSGT22,VISIT,EMPTY,enabled
TESTSGT22,WCOR,EMPTY,enabled
TESTSGT22,WGUEST,EMPTY,enabled
TESTSGT22,WINT,EMPTY,enabled
TESTSGT22,WMIR,EMPTY,enabled
TESTSGT22,WPDA,EMPTY,enabled
TESTSGT22,WVOIP,EMPTY,enabled
TESTSGT22,asier,EMPTY,enabled
TESTSGT22,istvan,EMPTY,enabled
TESTSGT22,Quarantined_Systems,EMPTY,enabled
TESTSGT22,dddd,EMPTY,enabled
TESTSGT22,Abelardo,EMPTY,enabled
TESTSGT22,Luis,EMPTY,enabled
TESTSGT22,istvan3,EMPTY,enabled
TESTSGT22,MariLuz,EMPTY,enabled
TESTSGT23,AP,EMPTY,enabled
TESTSGT23,AUT,EMPTY,enabled
TESTSGT23,COR,EMPTY,enabled
TESTSGT23,EKO,EMPTY,enabled
TESTSGT23,EXT,EMPTY,enabled
TESTSGT23,FMC,EMPTY,enabled
TESTSGT23,GuestMobile,EMPTY,enabled
TESTSGT23,GuestWS,EMPTY,enabled
TESTSGT23,Guests,EMPTY,enabled
TESTSGT23,JuanP,EMPTY,enabled
TESTSGT23,LAB1,EMPTY,enabled
TESTSGT23,LAB2,EMPTY,enabled
TESTSGT23,Lorenzo,EMPTY,enabled
TESTSGT23,MM,EMPTY,enabled
TESTSGT23,PACO,EMPTY,enabled
TESTSGT23,PRINT,EMPTY,enabled
TESTSGT23,REPSOL,EMPTY,enabled
TESTSGT23,TESTSGT21,EMPTY,enabled
TESTSGT23,TESTSGT22,EMPTY,enabled
TESTSGT23,TESTSGT23,EMPTY,enabled
TESTSGT23,TESTSGT3,EMPTY,enabled
TESTSGT23,TESTSGT4,EMPTY,enabled
TESTSGT23,TESTSGT5,EMPTY,enabled
TESTSGT23,TESTSGT6,EMPTY,enabled
TESTSGT23,TESTSGT7,EMPTY,enabled
TESTSGT23,TESTSGT8,EMPTY,enabled
TESTSGT23,THIN,EMPTY,enabled
TESTSGT23,TLF,EMPTY,enabled
TESTSGT23,TOIP,EMPTY,enabled
TESTSGT23,UPS,EMPTY,enabled
TESTSGT23,Unknown,EMPTY,enabled
TESTSGT23,VISIT,EMPTY,enabled
TESTSGT23,WCOR,EMPTY,enabled
TESTSGT23,WGUEST,EMPTY,enabled
TESTSGT23,WINT,EMPTY,enabled
TESTSGT23,WMIR,EMPTY,enabled
TESTSGT23,WPDA,EMPTY,enabled
TESTSGT23,WVOIP,EMPTY,enabled
TESTSGT23,asier,EMPTY,enabled
TESTSGT23,istvan,EMPTY,enabled
TESTSGT23,Quarantined_Systems,EMPTY,enabled
TESTSGT23,dddd,EMPTY,enabled
TESTSGT23,Abelardo,EMPTY,enabled
TESTSGT23,Luis,EMPTY,enabled
TESTSGT23,istvan3,EMPTY,enabled
TESTSGT23,MariLuz,EMPTY,enabled
TESTSGT3,AP,EMPTY,enabled
TESTSGT3,AUT,EMPTY,enabled
TESTSGT3,COR,EMPTY,enabled
TESTSGT3,EKO,EMPTY,enabled
TESTSGT3,EXT,EMPTY,enabled
TESTSGT3,FMC,EMPTY,enabled
TESTSGT3,GuestMobile,EMPTY,enabled
TESTSGT3,GuestWS,EMPTY,enabled
TESTSGT3,Guests,EMPTY,enabled
TESTSGT3,JuanP,EMPTY,enabled
TESTSGT3,LAB1,EMPTY,enabled
TESTSGT3,LAB2,EMPTY,enabled
TESTSGT3,Lorenzo,EMPTY,enabled
TESTSGT3,MM,EMPTY,enabled
TESTSGT3,PACO,EMPTY,enabled
TESTSGT3,PRINT,EMPTY,enabled
TESTSGT3,REPSOL,EMPTY,enabled
TESTSGT3,TESTSGT21,EMPTY,enabled
TESTSGT3,TESTSGT22,EMPTY,enabled
TESTSGT3,TESTSGT23,EMPTY,enabled
TESTSGT3,TESTSGT3,EMPTY,enabled
TESTSGT3,TESTSGT4,EMPTY,enabled
TESTSGT3,TESTSGT5,EMPTY,enabled
TESTSGT3,TESTSGT6,EMPTY,enabled
TESTSGT3,TESTSGT7,EMPTY,enabled
TESTSGT3,TESTSGT8,EMPTY,enabled
TESTSGT3,THIN,EMPTY,enabled
TESTSGT3,TLF,EMPTY,enabled
TESTSGT3,TOIP,EMPTY,enabled
TESTSGT3,UPS,EMPTY,enabled
TESTSGT3,Unknown,EMPTY,enabled
TESTSGT3,VISIT,EMPTY,enabled
TESTSGT3,WCOR,EMPTY,enabled
TESTSGT3,WGUEST,EMPTY,enabled
TESTSGT3,WINT,EMPTY,enabled
TESTSGT3,WMIR,EMPTY,enabled
TESTSGT3,WPDA,EMPTY,enabled
TESTSGT3,WVOIP,EMPTY,enabled
TESTSGT3,asier,EMPTY,enabled
TESTSGT3,istvan,EMPTY,enabled
TESTSGT3,Quarantined_Systems,EMPTY,enabled
TESTSGT3,dddd,EMPTY,enabled
TESTSGT3,Abelardo,EMPTY,enabled
TESTSGT3,Luis,EMPTY,enabled
TESTSGT3,istvan3,EMPTY,enabled
TESTSGT3,MariLuz,EMPTY,enabled
TESTSGT4,AP,EMPTY,enabled
TESTSGT4,AUT,EMPTY,enabled
TESTSGT4,COR,EMPTY,enabled
TESTSGT4,EKO,EMPTY,enabled
TESTSGT4,EXT,EMPTY,enabled
TESTSGT4,FMC,EMPTY,enabled
TESTSGT4,GuestMobile,EMPTY,enabled
TESTSGT4,GuestWS,EMPTY,enabled
TESTSGT4,Guests,EMPTY,enabled
TESTSGT4,JuanP,EMPTY,enabled
TESTSGT4,LAB1,EMPTY,enabled
TESTSGT4,LAB2,EMPTY,enabled
TESTSGT4,Lorenzo,EMPTY,enabled
TESTSGT4,MM,EMPTY,enabled
TESTSGT4,PACO,EMPTY,enabled
TESTSGT4,PRINT,EMPTY,enabled
TESTSGT4,REPSOL,EMPTY,enabled
TESTSGT4,TESTSGT21,EMPTY,enabled
TESTSGT4,TESTSGT22,EMPTY,enabled
TESTSGT4,TESTSGT23,EMPTY,enabled
TESTSGT4,TESTSGT3,EMPTY,enabled
TESTSGT4,TESTSGT4,EMPTY,enabled
TESTSGT4,TESTSGT5,EMPTY,enabled
TESTSGT4,TESTSGT6,EMPTY,enabled
TESTSGT4,TESTSGT7,EMPTY,enabled
TESTSGT4,TESTSGT8,EMPTY,enabled
TESTSGT4,THIN,EMPTY,enabled
TESTSGT4,TLF,EMPTY,enabled
TESTSGT4,TOIP,EMPTY,enabled
TESTSGT4,UPS,EMPTY,enabled
TESTSGT4,Unknown,EMPTY,enabled
TESTSGT4,VISIT,EMPTY,enabled
TESTSGT4,WCOR,EMPTY,enabled
TESTSGT4,WGUEST,EMPTY,enabled
TESTSGT4,WINT,EMPTY,enabled
TESTSGT4,WMIR,EMPTY,enabled
TESTSGT4,WPDA,EMPTY,enabled
TESTSGT4,WVOIP,EMPTY,enabled
TESTSGT4,asier,EMPTY,enabled
TESTSGT4,istvan,EMPTY,enabled
TESTSGT4,Quarantined_Systems,EMPTY,enabled
TESTSGT4,dddd,EMPTY,enabled
TESTSGT4,Abelardo,EMPTY,enabled
TESTSGT4,Luis,EMPTY,enabled
TESTSGT4,istvan3,EMPTY,enabled
TESTSGT4,MariLuz,EMPTY,enabled
TESTSGT5,AP,EMPTY,enabled
TESTSGT5,AUT,EMPTY,enabled
TESTSGT5,COR,EMPTY,enabled
TESTSGT5,EKO,EMPTY,enabled
TESTSGT5,EXT,EMPTY,enabled
TESTSGT5,FMC,EMPTY,enabled
TESTSGT5,GuestMobile,EMPTY,enabled
TESTSGT5,GuestWS,EMPTY,enabled
TESTSGT5,Guests,EMPTY,enabled
TESTSGT5,JuanP,EMPTY,enabled
TESTSGT5,LAB1,EMPTY,enabled
TESTSGT5,LAB2,EMPTY,enabled
TESTSGT5,Lorenzo,EMPTY,enabled
TESTSGT5,MM,EMPTY,enabled
TESTSGT5,PACO,EMPTY,enabled
TESTSGT5,PRINT,EMPTY,enabled
TESTSGT5,REPSOL,EMPTY,enabled
TESTSGT5,TESTSGT21,EMPTY,enabled
TESTSGT5,TESTSGT22,EMPTY,enabled
TESTSGT5,TESTSGT23,EMPTY,enabled
TESTSGT5,TESTSGT3,EMPTY,enabled
TESTSGT5,TESTSGT4,EMPTY,enabled
TESTSGT5,TESTSGT5,EMPTY,enabled
TESTSGT5,TESTSGT6,EMPTY,enabled
TESTSGT5,TESTSGT7,EMPTY,enabled
TESTSGT5,TESTSGT8,EMPTY,enabled
TESTSGT5,THIN,EMPTY,enabled
TESTSGT5,TLF,EMPTY,enabled
TESTSGT5,TOIP,EMPTY,enabled
TESTSGT5,UPS,EMPTY,enabled
TESTSGT5,Unknown,EMPTY,enabled
TESTSGT5,VISIT,EMPTY,enabled
TESTSGT5,WCOR,EMPTY,enabled
TESTSGT5,WGUEST,EMPTY,enabled
TESTSGT5,WINT,EMPTY,enabled
TESTSGT5,WMIR,EMPTY,enabled
TESTSGT5,WPDA,EMPTY,enabled
TESTSGT5,WVOIP,EMPTY,enabled
TESTSGT5,asier,EMPTY,enabled
TESTSGT5,istvan,EMPTY,enabled
TESTSGT5,Quarantined_Systems,EMPTY,enabled
TESTSGT5,dddd,EMPTY,enabled
TESTSGT5,Abelardo,EMPTY,enabled
TESTSGT5,Luis,EMPTY,enabled
TESTSGT5,istvan3,EMPTY,enabled
TESTSGT5,MariLuz,EMPTY,enabled
TESTSGT6,AP,EMPTY,enabled
TESTSGT6,AUT,EMPTY,enabled
TESTSGT6,COR,EMPTY,enabled
TESTSGT6,EKO,EMPTY,enabled
TESTSGT6,EXT,EMPTY,enabled
TESTSGT6,FMC,EMPTY,enabled
TESTSGT6,GuestMobile,EMPTY,enabled
TESTSGT6,GuestWS,EMPTY,enabled
TESTSGT6,Guests,EMPTY,enabled
TESTSGT6,JuanP,EMPTY,enabled
TESTSGT6,LAB1,EMPTY,enabled
TESTSGT6,LAB2,EMPTY,enabled
TESTSGT6,Lorenzo,EMPTY,enabled
TESTSGT6,MM,EMPTY,enabled
TESTSGT6,PACO,EMPTY,enabled
TESTSGT6,PRINT,EMPTY,enabled
TESTSGT6,REPSOL,EMPTY,enabled
TESTSGT6,TESTSGT21,EMPTY,enabled
TESTSGT6,TESTSGT22,EMPTY,enabled
TESTSGT6,TESTSGT23,EMPTY,enabled
TESTSGT6,TESTSGT3,EMPTY,enabled
TESTSGT6,TESTSGT4,EMPTY,enabled
TESTSGT6,TESTSGT5,EMPTY,enabled
TESTSGT6,TESTSGT6,EMPTY,enabled
TESTSGT6,TESTSGT7,EMPTY,enabled
TESTSGT6,TESTSGT8,EMPTY,enabled
TESTSGT6,THIN,EMPTY,enabled
TESTSGT6,TLF,EMPTY,enabled
TESTSGT6,TOIP,EMPTY,enabled
TESTSGT6,UPS,EMPTY,enabled
TESTSGT6,Unknown,EMPTY,enabled
TESTSGT6,VISIT,EMPTY,enabled
TESTSGT6,WCOR,EMPTY,enabled
TESTSGT6,WGUEST,EMPTY,enabled
TESTSGT6,WINT,EMPTY,enabled
TESTSGT6,WMIR,EMPTY,enabled
TESTSGT6,WPDA,EMPTY,enabled
TESTSGT6,WVOIP,EMPTY,enabled
TESTSGT6,asier,EMPTY,enabled
TESTSGT6,istvan,EMPTY,enabled
TESTSGT6,Quarantined_Systems,EMPTY,enabled
TESTSGT6,dddd,EMPTY,enabled
TESTSGT6,Abelardo,EMPTY,enabled
TESTSGT6,Luis,EMPTY,enabled
TESTSGT6,istvan3,EMPTY,enabled
TESTSGT6,MariLuz,EMPTY,enabled
TESTSGT7,AP,EMPTY,enabled
TESTSGT7,AUT,EMPTY,enabled
TESTSGT7,COR,EMPTY,enabled
TESTSGT7,EKO,EMPTY,enabled
TESTSGT7,EXT,EMPTY,enabled
TESTSGT7,FMC,EMPTY,enabled
TESTSGT7,GuestMobile,EMPTY,enabled
TESTSGT7,GuestWS,EMPTY,enabled
TESTSGT7,Guests,EMPTY,enabled
TESTSGT7,JuanP,EMPTY,enabled
TESTSGT7,LAB1,EMPTY,enabled
TESTSGT7,LAB2,EMPTY,enabled
TESTSGT7,Lorenzo,EMPTY,enabled
TESTSGT7,MM,EMPTY,enabled
TESTSGT7,PACO,EMPTY,enabled
TESTSGT7,PRINT,EMPTY,enabled
TESTSGT7,REPSOL,EMPTY,enabled
TESTSGT7,TESTSGT21,EMPTY,enabled
TESTSGT7,TESTSGT22,EMPTY,enabled
TESTSGT7,TESTSGT23,EMPTY,enabled
TESTSGT7,TESTSGT3,EMPTY,enabled
TESTSGT7,TESTSGT4,EMPTY,enabled
TESTSGT7,TESTSGT5,EMPTY,enabled
TESTSGT7,TESTSGT6,EMPTY,enabled
TESTSGT7,TESTSGT7,EMPTY,enabled
TESTSGT7,TESTSGT8,EMPTY,enabled
TESTSGT7,THIN,EMPTY,enabled
TESTSGT7,TLF,EMPTY,enabled
TESTSGT7,TOIP,EMPTY,enabled
TESTSGT7,UPS,EMPTY,enabled
TESTSGT7,Unknown,EMPTY,enabled
TESTSGT7,VISIT,EMPTY,enabled
TESTSGT7,WCOR,EMPTY,enabled
TESTSGT7,WGUEST,EMPTY,enabled
TESTSGT7,WINT,EMPTY,enabled
TESTSGT7,WMIR,EMPTY,enabled
TESTSGT7,WPDA,EMPTY,enabled
TESTSGT7,WVOIP,EMPTY,enabled
TESTSGT7,asier,EMPTY,enabled
TESTSGT7,istvan,EMPTY,enabled
TESTSGT7,Quarantined_Systems,EMPTY,enabled
TESTSGT7,dddd,EMPTY,enabled
TESTSGT7,Abelardo,EMPTY,enabled
TESTSGT7,Luis,EMPTY,enabled
TESTSGT7,istvan3,EMPTY,enabled
TESTSGT7,MariLuz,EMPTY,enabled
TESTSGT8,AP,EMPTY,enabled
TESTSGT8,AUT,EMPTY,enabled
TESTSGT8,COR,EMPTY,enabled
TESTSGT8,EKO,EMPTY,enabled
TESTSGT8,EXT,EMPTY,enabled
TESTSGT8,FMC,EMPTY,enabled
TESTSGT8,GuestMobile,EMPTY,enabled
TESTSGT8,GuestWS,EMPTY,enabled
TESTSGT8,Guests,EMPTY,enabled
TESTSGT8,JuanP,EMPTY,enabled
TESTSGT8,LAB1,EMPTY,enabled
TESTSGT8,LAB2,EMPTY,enabled
TESTSGT8,Lorenzo,EMPTY,enabled
TESTSGT8,MM,EMPTY,enabled
TESTSGT8,PACO,EMPTY,enabled
TESTSGT8,PRINT,EMPTY,enabled
TESTSGT8,REPSOL,EMPTY,enabled
TESTSGT8,TESTSGT21,EMPTY,enabled
TESTSGT8,TESTSGT22,EMPTY,enabled
TESTSGT8,TESTSGT23,EMPTY,enabled
TESTSGT8,TESTSGT3,EMPTY,enabled
TESTSGT8,TESTSGT4,EMPTY,enabled
TESTSGT8,TESTSGT5,EMPTY,enabled
TESTSGT8,TESTSGT6,EMPTY,enabled
TESTSGT8,TESTSGT7,EMPTY,enabled
TESTSGT8,TESTSGT8,EMPTY,enabled
TESTSGT8,THIN,EMPTY,enabled
TESTSGT8,TLF,EMPTY,enabled
TESTSGT8,TOIP,EMPTY,enabled
TESTSGT8,UPS,EMPTY,enabled
TESTSGT8,Unknown,EMPTY,enabled
TESTSGT8,VISIT,EMPTY,enabled
TESTSGT8,WCOR,EMPTY,enabled
TESTSGT8,WGUEST,EMPTY,enabled
TESTSGT8,WINT,EMPTY,enabled
TESTSGT8,WMIR,EMPTY,enabled
TESTSGT8,WPDA,EMPTY,enabled
TESTSGT8,WVOIP,EMPTY,enabled
TESTSGT8,asier,EMPTY,enabled
TESTSGT8,istvan,EMPTY,enabled
TESTSGT8,Quarantined_Systems,EMPTY,enabled
TESTSGT8,dddd,EMPTY,enabled
TESTSGT8,Abelardo,EMPTY,enabled
TESTSGT8,Luis,EMPTY,enabled
TESTSGT8,istvan3,EMPTY,enabled
TESTSGT8,MariLuz,EMPTY,enabled
THIN,AP,EMPTY,enabled
THIN,AUT,EMPTY,enabled
THIN,COR,EMPTY,enabled
THIN,EKO,EMPTY,enabled
THIN,EXT,EMPTY,enabled
THIN,FMC,EMPTY,enabled
THIN,GuestMobile,EMPTY,enabled
THIN,GuestWS,EMPTY,enabled
THIN,Guests,EMPTY,enabled
THIN,JuanP,EMPTY,enabled
THIN,LAB1,EMPTY,enabled
THIN,LAB2,EMPTY,enabled
THIN,Lorenzo,EMPTY,enabled
THIN,MM,EMPTY,enabled
THIN,PACO,EMPTY,enabled
THIN,PRINT,EMPTY,enabled
THIN,REPSOL,EMPTY,enabled
THIN,TESTSGT21,EMPTY,enabled
THIN,TESTSGT22,EMPTY,enabled
THIN,TESTSGT23,EMPTY,enabled
THIN,TESTSGT3,EMPTY,enabled
THIN,TESTSGT4,EMPTY,enabled
THIN,TESTSGT5,EMPTY,enabled
THIN,TESTSGT6,EMPTY,enabled
THIN,TESTSGT7,EMPTY,enabled
THIN,TESTSGT8,EMPTY,enabled
THIN,THIN,EMPTY,enabled
THIN,TLF,EMPTY,enabled
THIN,TOIP,EMPTY,enabled
THIN,UPS,EMPTY,enabled
THIN,Unknown,EMPTY,enabled
THIN,WCOR,EMPTY,enabled
THIN,WGUEST,EMPTY,enabled
THIN,WINT,EMPTY,enabled
THIN,WMIR,EMPTY,enabled
THIN,WPDA,EMPTY,enabled
THIN,WVOIP,EMPTY,enabled
THIN,asier,EMPTY,enabled
THIN,istvan,EMPTY,enabled
THIN,Quarantined_Systems,EMPTY,enabled
THIN,dddd,EMPTY,enabled
THIN,Abelardo,EMPTY,enabled
THIN,Luis,EMPTY,enabled
THIN,istvan3,EMPTY,enabled
THIN,MariLuz,EMPTY,enabled
TLF,AP,EMPTY,enabled
TLF,AUT,EMPTY,enabled
TLF,COR,EMPTY,enabled
TLF,EKO,EMPTY,enabled
TLF,EXT,EMPTY,enabled
TLF,FMC,EMPTY,enabled
TLF,GuestMobile,EMPTY,enabled
TLF,GuestWS,EMPTY,enabled
TLF,Guests,EMPTY,enabled
TLF,JuanP,EMPTY,enabled
TLF,LAB1,EMPTY,enabled
TLF,LAB2,EMPTY,enabled
TLF,Lorenzo,EMPTY,enabled
TLF,MM,EMPTY,enabled
TLF,PACO,EMPTY,enabled
TLF,PRINT,EMPTY,enabled
TLF,REPSOL,EMPTY,enabled
TLF,TESTSGT21,EMPTY,enabled
TLF,TESTSGT22,EMPTY,enabled
TLF,TESTSGT23,EMPTY,enabled
TLF,TESTSGT3,EMPTY,enabled
TLF,TESTSGT4,EMPTY,enabled
TLF,TESTSGT5,EMPTY,enabled
TLF,TESTSGT6,EMPTY,enabled
TLF,TESTSGT7,EMPTY,enabled
TLF,TESTSGT8,EMPTY,enabled
TLF,THIN,EMPTY,enabled
TLF,TLF,EMPTY,enabled
TLF,TOIP,EMPTY,enabled
TLF,UPS,EMPTY,enabled
TLF,Unknown,EMPTY,enabled
TLF,VISIT,EMPTY,enabled
TLF,WCOR,EMPTY,enabled
TLF,WGUEST,EMPTY,enabled
TLF,WINT,EMPTY,enabled
TLF,WMIR,EMPTY,enabled
TLF,WPDA,EMPTY,enabled
TLF,WVOIP,EMPTY,enabled
TLF,asier,EMPTY,enabled
TLF,istvan,EMPTY,enabled
TLF,Quarantined_Systems,EMPTY,enabled
TLF,dddd,EMPTY,enabled
TLF,Abelardo,EMPTY,enabled
TLF,Luis,EMPTY,enabled
TLF,istvan3,EMPTY,enabled
TLF,MariLuz,EMPTY,enabled
TOIP,AP,EMPTY,enabled
TOIP,AUT,EMPTY,enabled
TOIP,COR,EMPTY,enabled
TOIP,EKO,EMPTY,enabled
TOIP,EXT,EMPTY,enabled
TOIP,FMC,EMPTY,enabled
TOIP,GuestMobile,EMPTY,enabled
TOIP,GuestWS,EMPTY,enabled
TOIP,Guests,EMPTY,enabled
TOIP,JuanP,EMPTY,enabled
TOIP,LAB1,EMPTY,enabled
TOIP,LAB2,EMPTY,enabled
TOIP,Lorenzo,EMPTY,enabled
TOIP,MM,EMPTY,enabled
TOIP,PACO,EMPTY,enabled
TOIP,PRINT,EMPTY,enabled
